0,4
0,5
1,4
1,5
2,4
2,5
3,4
3,5
4,4
4,5
5,4
5,5
5,6
6,5
6,6
6,7
5,7
5,8
6,8
5,9
6,9
5,10
6,10
5,11
5,12
6,12
5,13
6,13
7,11
6,11
5,14
6,14
5,15
6,15
5,16
6,16
5,17
6,17
6,18
5,18
7,16
7,17
7,18
8,16
8,17
8,18
9,16
9,18
9,17
10,16
10,17
10,18
11,18
12,18
13,18
14,18
16,18
17,18
18,18
15,18
18,17
18,16
18,14
18,15
18,13
18,12
18,11
18,10
18,9
18,8
18,7
18,6
19,6
20,6
21,6
22,6
23,6
24,6
25,6
26,6
27,6
28,6
29,6
30,6
31,6
31,8
31,7
31,9
31,10
31,12
31,13
31,11
31,14
31,15
31,16
22,16
23,16
25,16
24,16
26,16
27,16
28,16
29,16
30,16
21,16
21,17
20,17
20,18
19,18
19,19
18,20
19,20
18,21
17,20
17,21
17,22
16,22
16,20
16,21
15,22
15,21
15,20
11,16
11,17
12,17
13,17
15,17
16,17
17,17
14,17
12,16
13,16
14,16
15,16
16,16
17,16
16,4
16,5
16,6
16,7
16,8
16,9
16,10
16,11
16,12
16,13
16,14
16,15
17,15
17,14
17,13
17,12
17,11
17,9
17,8
17,10
17,6
17,5
17,7
17,4
18,4
18,5
19,4
19,5
20,4
20,5
21,4
21,5
22,5
22,4
23,4
24,4
25,4
26,4
27,4
28,4
29,4
31,4
33,4
32,4
30,4
33,5
33,7
33,6
33,9
33,8
33,10
33,11
33,12
33,13
33,14
33,15
33,16
33,17
33,18
32,18
23,18
24,18
25,18
26,18
28,18
30,18
31,18
29,18
27,18
22,18
22,19
22,20
21,20
21,21
20,22
21,22
19,22
18,22
19,21
20,21
20,20
20,19
21,19
21,18
22,17
23,17
24,17
26,17
25,17
27,17
28,17
29,17
30,17
31,17
32,17
23,5
24,5
25,5
27,5
26,5
28,5
29,5
30,5
31,5
32,5
32,6
32,8
32,7
32,9
32,10
32,11
32,12
32,13
32,14
32,15
32,16
6,21
5,21
5,20
6,20
7,20
8,20
9,20
10,20
11,20
12,20
13,20
14,20
14,21
13,21
12,21
11,21
10,21
9,21
8,21
7,21
7,22
8,22
9,22
10,22
11,22
12,22
13,22
14,22
6,22
5,22
5,24
5,23
6,23
6,24
6,25
5,25
5,27
5,26
6,26
6,27
5,28
6,28
5,29
6,29
5,30
6,30
5,31
6,31
5,32
6,32
5,33
6,33
5,34
6,34
5,35
6,35
6,36
6,38
6,40
6,37
6,39
6,41
6,42
6,43
6,44
7,44
7,43
7,45
6,45
5,45
5,44
5,42
5,43
5,41
5,39
5,40
5,38
5,37
5,36
8,43
8,44
8,46
8,45
9,45
9,43
9,44
10,43
10,44
10,45
11,45
11,44
11,43
12,43
12,44
12,45
13,44
14,44
14,43
13,43
13,45
14,45
15,45
16,45
17,45
17,44
18,44
18,43
16,44
15,44
15,43
16,43
17,43
17,33
17,34
16,34
16,35
16,36
16,37
16,38
16,39
16,40
16,41
16,42
17,42
18,42
18,41
18,40
18,39
18,38
18,37
18,35
17,35
17,37
17,38
17,41
17,40
17,39
17,36
18,36
18,34
18,33
17,32
16,33
18,32
19,32
19,33
20,33
20,34
19,34
20,32
21,33
21,34
20,35
21,35
20,36
21,36
21,37
21,38
21,39
21,40
21,42
21,41
21,43
21,44
20,37
20,38
20,40
20,41
20,43
20,42
20,39
20,44
20,45
21,45
22,44
22,43
23,43
23,44
24,43
24,44
25,44
25,43
26,43
26,44
27,43
27,44
28,43
28,44
29,43
29,45
29,44
30,43
30,44
31,43
31,44
32,44
32,43
33,43
33,44
33,46
33,47
33,48
33,49
32,49
32,48
32,47
32,46
32,45
33,45
21,32
22,33
22,34
22,35
22,36
22,37
22,39
22,40
22,41
22,42
22,38
