14,26
14,27
13,27
13,28
12,28
12,29
11,29
12,30
11,30
10,31
9,32
8,33
8,34
7,35
6,36
5,37
5,38
5,39
4,40
4,39
4,38
3,40
3,39
3,41
2,41
1,41
1,42
2,42
6,38
7,38
7,37
8,37
9,36
8,36
9,35
10,35
10,36
11,34
11,35
12,34
12,33
13,33
13,32
14,32
15,31
14,31
16,30
16,31
17,30
16,32
17,32
16,33
16,34
17,34
17,35
17,36
17,37
17,38
17,39
17,40
17,41
18,41
18,43
18,42
18,45
18,46
18,47
18,44
17,43
17,42
16,37
16,35
16,36
17,33
17,31
21,30
21,31
21,32
21,34
21,35
21,33
21,36
21,37
20,31
20,32
20,33
20,34
20,35
20,36
20,37
20,38
20,39
20,40
19,37
19,38
19,39
19,40
19,42
19,43
19,44
19,45
19,47
19,46
19,41
21,29
20,30
22,30
22,31
22,32
23,31
23,32
24,32
23,33
24,33
24,34
25,34
25,35
26,35
26,36
27,36
27,37
28,37
28,38
29,38
29,39
30,39
30,40
31,40
31,41
32,41
32,42
33,42
33,43
33,41
32,40
31,39
30,38
31,38
30,37
29,36
30,36
29,35
30,35
29,34
28,35
28,34
28,32
28,33
27,33
27,32
27,31
27,30
26,30
26,31
26,29
25,29
25,28
26,28
25,27
24,27
24,26
25,26
25,25
26,26
26,27
27,27
28,27
29,27
30,27
31,27
32,27
33,27
34,27
35,27
35,26
34,26
33,26
32,26
31,26
30,26
29,26
28,26
27,26
26,23
27,23
28,23
29,23
30,23
31,23
32,23
33,23
34,23
35,23
35,22
34,22
33,22
32,22
31,22
30,22
29,22
28,22
27,22
26,22
25,23
25,22
25,21
27,21
26,21
26,20
27,20
27,18
27,14
27,16
27,15
27,17
27,19
26,19
26,18
26,17
26,16
28,12
28,13
28,14
28,15
28,17
28,16
29,11
29,12
29,13
29,14
28,11
29,10
29,9
30,8
30,9
29,8
29,7
30,7
30,6
31,5
31,4
30,4
30,5
29,6
28,7
28,8
27,9
27,10
28,9
26,11
26,12
25,12
25,13
25,14
24,13
24,14
24,15
24,16
23,15
23,16
23,17
22,17
22,16
22,18
22,19
21,19
21,20
21,18
21,17
20,18
20,19
20,20
20,17
19,16
20,16
19,17
19,15
20,15
19,14
18,14
18,13
19,13
19,12
17,12
18,12
18,10
19,10
18,11
17,10
17,9
17,8
16,8
16,7
15,6
16,6
15,5
15,4
15,3
15,8
15,9
15,7
16,9
16,11
16,12
16,10
16,13
16,14
16,15
16,16
16,17
16,18
16,20
16,19
16,21
17,21
17,19
17,17
17,16
17,18
17,20
15,10
15,12
15,11
15,13
15,14
15,15
15,16
15,17
15,18
15,20
15,19
14,19
14,20
13,19
13,18
12,18
12,19
11,18
11,17
10,17
10,18
9,16
9,17
8,16
8,17
6,15
7,16
7,15
5,15
5,14
4,14
3,14
3,13
2,13
1,13
2,14
3,15
4,16
4,15
5,17
6,17
6,18
7,19
8,20
9,21
10,21
10,22
11,23
12,23
13,24
14,25
15,26
14,28
11,31
10,32
9,33
6,37
7,36
7,34
11,22
13,23
14,24
15,25
15,27
11,21
10,20
9,20
8,19
7,18
5,16
