2,8
2,9
2,10
2,11
2,12
2,13
2,14
2,15
2,16
2,17
2,18
2,19
2,20
2,21
3,22
2,23
2,22
1,23
0,23
0,24
0,25
1,25
1,24
0,26
1,26
2,26
3,26
4,26
4,25
4,24
3,24
2,24
2,25
3,25
3,23
4,23
4,22
4,21
3,21
4,20
3,20
3,19
4,19
4,18
3,18
3,17
4,17
3,16
4,16
4,15
3,15
3,14
4,14
4,13
3,13
3,12
4,12
4,11
3,11
3,10
4,10
4,9
3,9
3,8
3,7
2,7
2,6
3,6
4,6
4,7
4,8
5,8
5,7
5,6
6,6
7,6
6,7
7,7
6,8
7,8
8,8
9,8
10,8
10,7
9,7
8,7
8,6
9,6
10,6
11,6
12,6
13,6
14,6
15,6
16,6
17,6
19,6
18,6
20,6
21,6
22,6
23,6
24,6
25,6
26,6
27,6
27,7
26,7
25,7
24,7
23,7
22,7
21,7
20,7
19,7
18,7
17,7
16,7
15,7
14,7
13,7
12,7
11,7
11,8
12,8
13,8
14,8
16,8
15,8
17,8
18,8
19,8
20,8
21,8
22,8
23,8
24,8
25,8
26,8
27,8
25,9
26,9
27,9
25,10
26,10
27,10
25,11
26,11
27,11
25,12
26,12
27,12
25,13
26,13
27,13
25,14
26,14
27,14
25,15
26,15
27,15
25,16
26,16
27,16
25,17
26,17
27,17
25,18
26,18
27,18
25,19
26,19
27,19
25,20
26,20
27,20
25,21
26,21
27,21
25,22
26,22
27,22
25,23
26,23
27,23
25,24
26,24
27,24
25,25
26,25
27,25
25,26
26,26
27,26
25,27
26,27
27,27
25,28
26,28
27,28
25,29
26,29
27,29
25,30
26,30
27,30
25,31
26,31
27,31
25,32
26,32
27,32
25,33
26,33
27,33
27,34
25,34
26,34
24,34
24,33
24,32
23,32
23,33
23,34
22,34
22,33
22,32
21,32
21,33
21,34
20,34
20,33
20,32
19,32
19,33
19,34
18,34
18,33
18,32
17,32
17,33
17,34
16,34
16,33
16,32
15,32
15,33
15,34
14,34
14,33
14,32
13,32
13,33
13,34
12,34
12,33
12,32
12,31
12,29
12,28
12,27
12,26
12,25
12,24
12,30
13,30
13,31
14,31
14,30
14,29
13,29
13,28
14,28
14,27
13,27
13,26
14,26
14,25
13,25
13,24
14,24
15,24
16,24
17,24
18,24
19,24
15,25
16,25
17,25
18,25
19,25
15,26
16,26
17,26
18,26
19,26
20,17
20,18
20,19
20,20
20,21
20,22
20,23
20,24
20,25
20,26
21,26
21,19
21,21
21,20
21,22
21,23
21,24
21,25
22,25
22,26
22,24
22,23
22,22
22,21
22,20
22,19
22,18
22,16
22,15
22,17
21,18
21,17
21,16
21,15
22,14
21,14
20,14
19,14
18,14
17,14
16,14
15,14
14,14
13,14
12,14
10,14
11,14
9,14
8,14
7,14
7,15
7,16
7,17
7,18
7,19
7,20
7,21
7,22
7,23
7,24
7,25
7,26
7,27
7,28
7,29
7,30
7,31
7,32
7,33
7,34
7,35
7,36
7,37
7,39
7,40
7,42
7,41
7,43
7,38
8,43
9,43
10,43
11,43
12,43
13,43
14,43
14,42
13,42
12,42
11,42
10,42
9,42
8,42
8,41
8,37
8,35
8,39
8,40
8,38
8,36
8,34
8,32
8,31
8,29
8,28
8,27
8,26
8,25
8,23
8,22
8,24
8,21
8,20
8,19
8,18
8,16
8,15
8,17
9,17
10,17
11,17
12,17
13,17
14,17
15,17
16,17
17,17
18,17
19,17
20,16
19,16
20,15
19,15
18,16
18,15
17,16
17,15
16,16
16,15
15,16
15,15
14,16
14,15
13,16
13,15
12,16
11,16
12,15
11,15
10,16
10,15
9,15
9,16
9,18
9,19
9,21
9,20
9,22
9,23
9,24
9,25
9,26
9,27
9,28
9,29
9,30
8,30
8,33
9,31
9,32
9,33
9,34
9,35
9,37
9,36
9,38
9,40
9,39
9,41
10,40
10,41
11,41
11,40
12,40
12,41
13,41
13,40
14,40
14,41
15,41
15,40
16,40
17,40
18,40
19,40
20,40
21,40
22,40
23,40
24,40
25,40
26,40
27,40
28,40
29,40
30,40
16,41
18,41
17,41
19,41
21,41
20,41
22,41
23,41
26,41
24,41
25,41
27,41
28,41
29,41
30,41
15,42
15,43
16,42
16,43
17,42
17,43
18,42
18,43
19,43
19,42
20,42
20,44
20,43
21,43
21,42
22,43
22,42
23,43
23,42
24,42
24,43
25,43
25,42
26,42
26,43
27,43
27,42
28,42
28,43
29,43
29,42
30,42
30,43
31,25
31,26
31,27
31,28
31,29
31,30
31,31
31,32
31,33
31,34
31,35
31,36
31,37
31,38
31,39
31,40
31,42
31,43
31,41
32,43
32,42
32,41
32,40
32,39
32,38
32,37
32,36
32,35
32,33
32,34
32,32
32,31
32,30
32,29
32,28
32,27
32,26
32,25
32,24
31,24
33,24
34,24
35,24
35,25
35,26
34,26
34,25
33,25
33,26
